Entry	Gene names  (ordered locus )	Gene names  (primary )	Cross-reference (PDB)
Q9Y3C6		PPIL1	1XWN;2K7N;2X7K;5MQF;5XJC;5YZG;5Z56;5Z57;6FF4;
Q13356		PPIL2	1ZKC;
Q6NYC8		PPP1R18	
Q86UR5		RIMS1	2CSS;
Q86WC6		PPP1R27	
O96001		PPP1R17	
Q8TAP8		PPP1R35	
Q13671		RIN1	
Q8WYP3		RIN2	
Q9UQK1		PPP1R3C	
O95685		PPP1R3D	
Q9H7J1		PPP1R3E	
Q7Z4L9		PPP1R42	
P13489		RNH1	1A4Y;1Z7X;2BEX;2Q4G;
Q5VV67		PPRC1	
Q9BRS2		RIOK1	4OTP;6G5I;
Q9NRI7		PPY2P	
Q8N2U9		PQLC1	
Q8IUF8		RIOX2	2XDV;4BU2;4BXF;
Q5SWL8		PRAMEF19	
Q5VT98		PRAMEF20	
Q6NWY9		PRPF40B	
Q5THK1		PRR14L	
O60813		PRAMEF11	
Q5VWM3		PRAMEF18	
Q96NZ9		PRAP1	
Q9H4Q3		PRDM13	
Q9GZV8		PRDM14	
Q6ZRT6		PRR23B	
Q96MT3		PRICKLE1	
Q92954		PRG4	
Q8NAV1		PRPF38A	4RZ9;4RZA;5F5S;5O9Z;6AHD;
P60673		PFN3	
P78562		PHEX	
P00439		PAH	1DMW;1J8T;1J8U;1KW0;1LRM;1MMK;1MMT;1PAH;1TDW;1TG2;2PAH;3PAH;4ANP;4PAH;5FII;5PAH;6PAH;
Q9UPP1		PHF8	2WWU;3K3N;3K3O;3KV4;4DO0;
Q9Y6X2		PIAS3	4MVT;
Q99570		PIK3R4	
Q53H76		PLA1A	
Q8N7P1		PLD5	
Q496M5		PLK5	
O60568		PLOD3	6FXK;6FXM;6FXR;6FXT;6FXX;6FXY;
Q15149		PLEC	1MB8;2N03;2ODU;2ODV;3F7P;3PDY;3PE0;4GDO;4Q58;4Q59;5J1F;5J1G;5J1H;5J1I;
Q0VAA5		PLCXD2	
Q13670		PMS2P11	
Q8N131		TMEM123	
Q15063		POSTN	5WT7;5YJG;5YJH;
Q9UD71		PPP1R1B	
Q8WVI7		PPP1R1C	
O00743		PPP6C	
Q5R3F8		ELFN2	
Q9H426		RIMS4	
O75864		PPP1R37	
Q16821		PPP1R3A	
Q8TB24		RIN3	3U23;4WCI;
Q86XI6		PPP1R3B	2EEF;
Q06587		RING1	
Q6ZSY5		PPP1R3F	
Q6ZS11		RINL	
Q9BVS4		RIOK2	5DHF;6G18;6G51;6HK6;
O60828		PQBP1	4BWQ;4BWS;4CDO;
O75400		PRPF40A	1UZC;1YWI;1YWJ;1ZR7;2CQN;2DYF;2KZG;2L5F;2L9V;2LKS;
O75915		ARL6IP5	
Q5SWA1		PPP1R15B	4V0U;4V0V;4V0W;4V0X;
O95522		PRAMEF12	
Q5VWM6		PRAMEF13	
O60810		PRAMEF4	
P30048		PRDX3	5JCG;5UCX;
P30044		PRDX5	1H4O;1HD2;1OC3;1URM;2VL2;2VL3;2VL9;3MNG;4K7I;4K7N;4K7O;4MMM;
Q9Y520		PRRC2C	
Q9NRG1		PRTFDC1	2JBH;
Q9NQX1		PRDM5	
Q92786		PROX1	2LMD;
Q3B8N5		PROX2	
P02810	; 	PRH1; PRH2	
O43172		PRPF4	1MZW;3JCR;5O9Z;6AH0;6AHD;
A6NJB7		PRR19	
P60891		PRPS1	2H06;2H07;2H08;2HCR;3EFH;3S5J;4F8E;4LYG;4LZN;4LZO;4M0P;4M0U;
P79522		PRR3	
Q9BQR3		PRSS27	
P11908		PRPS2	
A4D1T9		PRSS37	
A1L453		PRSS38	
P49763		PGF	1FZV;1RV6;
Q6P1J6		PLB1	
Q96BZ4		PLD4	
Q99569		PKP4	
O15120		AGPAT2	
Q9NYT0		PLEK2	1X1G;
Q9BRC7		PLCD4	
Q96N28		PRELID3A	4XZV;
O00168		FXYD1	2J1I;2JO1;
Q7Z2D5		PLPPR4	
P13797		PLS3	1AOA;1WJO;
A0PG75		PLSCR5	
Q13401		PMS2P3	
Q9UIW2		PLXNA1	
Q7Z3K3		POGZ	2E72;2N3A;6EMP;
Q9NP85		NPHS2	
P63133		ERVK-8	
O00592		PODXL	
Q8NBT0		POC1A	
O75817		POP7	6AHR;6AHU;6CWX;
O75688		PPM1B	2P8E;
O15297		PPM1D	
Q8WY54		PPM1E	
P49593		PPM1F	
Q5JR12		PPM1J	
Q8N3J5		PPM1K	2IQ1;4DA1;
Q5SGD2		PPM1L	
Q8N819		PPM1N	
O95428		PAPLN	
P53041		PPP5C	1A17;1S95;1WAO;2BUG;3H60;3H61;3H62;3H63;3H64;3H66;3H67;3H68;3H69;4ZVZ;4ZX2;5HPE;5UI1;5WG8;
Q13522		PPP1R1A	
Q6ZMI0		PPP1R21	
Q5T8A7		PPP1R26	
Q9UQ26		RIMS2	1V27;1WFG;
Q9UJD0		RIMS3	
Q7Z5V6		PPP1R32	
Q96LQ0		PPP1R36	
Q99496		RNF2	2H0D;3GS2;3H8H;3IXS;3RPG;4R8P;4S3O;
Q8NI37		PPTC7	
Q13546		RIPK1	4ITH;4ITI;4ITJ;4NEU;5HX6;5TX5;5V7Z;6C3E;6C4D;6HHO;
A3QJZ6		PRAMEF22	
H0Y7S4		PRAMEF26	
O75807		PPP1R15A	4XPN;
Q9BXM0		PRX	4CMZ;
Q70Z35		PREX2	6BNM;
Q00LT1		PRCD	
Q7Z3G6		PRICKLE2	
O75626		PRDM1	3DAL;
Q9NQV5		PRDM11	3RAY;
Q9NQW5		PRDM7	
Q86YN6		PPARGC1B	3SP6;6D0Y;
P32119		PRDX2	1QMV;5B8A;5B8B;5IJT;
O75051		PLXNA2	3Q3J;
Q9P215		POGK	
Q03052		POU3F1	
Q6PEZ8		PODNL1	
Q9Y244		POMP	
Q9H237		PORCN	
Q9H8P0		SRD5A3	
Q9NUX5		POT1	1XJV;3KJO;3KJP;5H65;5UN7;
Q6S8J7		POTEA	
B2RU33		POTEC	
Q86YR6		POTED	
P0CG38		POTEI	
Q8TAE6		PPP1R14C	
Q9NXH3		PPP1R14D	
B7ZBB8		PPP1R3G	
Q9UHV8		LGALS13	1F87;5XG7;5XG8;5Y03;6A62;6A63;6A64;6A65;6A66;
Q96C90		PPP1R14B	
Q4ADV7		RIC1	
Q7Z5B4		RIC3	
Q15435		PPP1R7	6MKY;
Q9NPQ8		RIC8A	
Q9NVN3		RIC8B	
Q13278		RIG	
P67775		PPP2CA	2IAE;2IE3;2IE4;2NPP;2NYL;2NYM;3C5W;3DW8;3FGA;3K7V;3K7W;3P71;4I5L;4I5N;4IYP;4LAC;5W0W;
Q96NA2		RILP	1YHN;
Q9UFD9		RIMBP3	2EGE;
A6NNM3		RIMBP3B	
A6NJZ7		RIMBP3C	
O95153		TSPOAP1	
O15034		RIMBP2	1WIE;2CSI;2CSP;2CSQ;
Q9ULI2		RIMKLB	
Q08209		PPP3CA	1AUI;1M63;1MF8;2JOG;2JZI;2P6B;2R28;2W73;3LL8;4F0Z;4Q5U;5C1V;5SVE;
P16298		PPP3CB	4OR9;4ORA;4ORC;
A8MPX8		PP2D1	
P60510		PPP4C	
Q9NY27		PPP4R2	
Q6NUP7		PPP4R4	
Q9UPN7		PPP6R1	
Q5H9R7		PPP6R3	
P43119		PTGIR	
Q8N3S3		PHTF2	
O14813		PHOX2A	
Q5UE93		PIK3R6	
Q92521		PIGB	
Q8TCI5		PIFO	
Q3MUY2		PIGY	
P22061		PCMT1	1I1N;1KR5;
Q9BXM7		PINK1	
Q9HBJ0		PLAC1	
Q16512		PKN1	1CXZ;1URF;2RMK;4NKG;4OTD;4OTG;4OTH;4OTI;
Q63HM9		PLCXD3	
P00747		PLG	1B2I;1BML;1BUI;1CEA;1CEB;1DDJ;1HPJ;1HPK;1I5K;1KI0;1KRN;1L4D;1L4Z;1PK4;1PKR;1PMK;1QRZ;1RJX;2DOH;2DOI;2KNF;2L0S;2PK4;3UIR;4A5T;4CIK;4DCB;4DUR;4DUU;5HPG;5UGD;5UGG;
Q9NYY3		PLK2	4I5M;4I5P;4I6B;4I6F;4I6H;4RS6;4XB0;
O43660		PLRG1	4YVD;5MQF;5XJC;5YZG;5Z56;5Z57;5Z58;6FF4;
Q9HBL7		PLGRKT	
Q6ZV29		PNPLA7	
O60733		PLA2G6	
Q96GM1		PLPPR2	
A8MQ11		PMS2P5	
P40967		PMEL	1TVB;1TVH;3CC5;4IS6;5EU3;5EU4;5EU5;5EU6;
P09086		POU2F2	1HDP;
P63135		ERVK-7	
Q9UBT6		POLK	1T94;2LSI;2OH2;2W7O;2W7P;3IN5;3PZP;4BA9;4GK5;4U6P;4U7C;5T14;5W2A;5W2C;6BRX;6BS1;
Q8WVV4		POF1B	3BH9;
Q12837		POU4F2	
Q15166		PON3	
Q8NE79		BVES	
Q99575		POP1	6AHR;6AHU;
Q13162		PRDX4	2PN8;3TJB;3TJF;3TJG;3TJJ;3TJK;3TKP;3TKQ;3TKR;3TKS;4RQX;5HQP;
Q5JSZ5		PRRC2B	
P86481		PRR20B	
P86479		PRR20C	
P86480		PRR20D	
P49642		PRIM1	4BPU;4BPW;4BPX;4LIK;4LIL;4MHQ;4RR2;5EXR;
O43900		PRICKLE3	
Q9NQV6		PRDM10	3IHX;
Q9UKN5		PRDM4	2L9Z;3DB5;
Q5VTL8		PRPF38B	
Q9NQV8		PRDM8	
Q9NQV7		PRDM9	4IJD;5EGB;5EH2;5EI9;
Q06830		PRDX1	2RII;3HY2;4XCS;
P35080		PFN2	1D1J;
P07225		PROS1	1Z6C;
Q6PEW0		PRSS54	
Q8TB68		PRR7	
Q2NL68		PROSER3	
P17980		PSMC3	5GJQ;5GJR;5L4G;5LN3;5M32;5T0C;5T0G;5T0H;5T0I;5T0J;5VFP;5VFQ;5VFR;5VFS;5VFT;5VFU;5VGZ;5VHF;5VHH;5VHI;5VHJ;5VHM;5VHN;5VHO;5VHP;5VHQ;5VHR;5VHS;6MSB;6MSD;6MSG;6MSH;6MSJ;6MSK;
Q5JRX3		PITRM1	4L3T;4NGE;4RPU;
P48634		PRRC2A	
Q9HAZ2		PRDM16	2N1I;6BW4;
P49643		PRIM2	3L9Q;3Q36;4BPU;4BPW;4BPX;4RR2;5DQO;5EXR;5F0Q;5F0S;5I7M;6DHW;
Q9H4Q4		PRDM12	3EP0;
O43272		PRODH	
Q8NHR9		PFN4	
P07737		PFN1	1AWI;1CF0;1CJF;1FIK;1FIL;1PFL;2PAV;2PBD;3CHW;4X1L;4X1M;4X25;
O94906		PRPF6	3JCR;5O9Z;6AH0;6AHD;
Q6P2Q9		PRPF8	3E9L;3ENB;3JCR;3LRU;4JK7;4JK8;4JK9;4JKA;4JKB;4JKC;4JKD;4JKE;4JKF;4JKG;4JKH;4KIT;5MQF;5O9Z;5XJC;5YZG;5Z56;5Z57;5Z58;6AH0;6AHD;6FF4;
Q8N4B5		PRR18	
Q99633		PRPF18	2DK4;
Q8IZ63		PRR22	
Q96S07		PRR25	
Q8N8Z3		PRR26	
Q6MZM9		PRR27	
P0C7W0		PRR29	
Q9NV39		PRR34	
Q6MZQ0		PRR5L	
Q2L4Q9		PRSS53	
Q6ZR98		PRSS43	
E7EML9		PRSS44	
Q99811		PRRX2	
P62333		PSMC6	5GJQ;5GJR;5L4G;5LN3;5M32;5T0C;5T0G;5T0H;5T0I;5T0J;5VFP;5VFQ;5VFR;5VFS;5VFT;5VFU;5VGZ;5VHF;5VHH;5VHI;5VHJ;5VHM;5VHN;5VHO;5VHP;5VHQ;5VHR;5VHS;
P27635		RPL10	2PA2;5AJ0;
P28065		PSMB9	6AVO;
P21246		PTN	2N6F;
Q05209		PTPN12	5HDE;5J8R;5O2P;
Q15257		PTPA	2G62;2HV6;2HV7;2IXM;4LAC;4NY3;
P10586		PTPRF	1LAR;2DJU;2DN7;2EDX;2EDY;2YD5;2YD8;4N5U;
Q12913		PTPRJ	2CFV;2DLE;2NZ6;
P29350		PTPN6	1FPR;1GWZ;1X6C;2B3O;2RMX;2YU7;3PS5;4GRY;4GRZ;4GS0;4HJP;4HJQ;
P35236		PTPN7	1ZC0;2A3K;2GP0;2GPH;2HVL;2QDC;2QDM;2QDP;3D42;3D44;3O4S;3O4T;3O4U;
Q9UMZ3		PTPRQ	4IKC;
Q15256		PTPRR	2A8B;
Q13332		PTPRS	2FH7;2YD2;2YD3;2YD9;4BPC;4PBX;
O14522		PTPRT	2OOQ;
O15067		PFAS	
Q96M27		PRRC1	
Q6UWB4		PRSS55	
Q8N3Z0		PRSS35	
Q5T870		PRR9	
Q8IV56		PRR15	
P26373		RPL13	4UG0;4V6X;5AJ0;5LKS;5T2C;6EK0;
P50914		RPL14	4UG0;4V6X;5AJ0;5LKS;5T2C;6EK0;
P02812		PRB2	
P06401		PGR	1A28;1E3K;1SQN;1SR7;1ZUC;2C7A;2OVH;2OVM;2W8Y;3D90;3G8O;3HQ5;3KBA;3ZR7;3ZRA;3ZRB;4A2J;4APU;4OAR;5CC0;
Q96I23		PYURF	
P0DPQ3		PRR20G	
Q6ZRP0		PRR23C	
P85299		PRR5	
Q8NF86		PRSS33	
Q99946		PRRT1	
Q7RTY3		PRSS45	
C9JH25		PRRT4	
P43686		PSMC4	2DVW;5GJQ;5GJR;5L4G;5LN3;5M32;5T0C;5T0G;5T0H;5T0I;5T0J;5VFP;5VFQ;5VFR;5VFS;5VFT;5VFU;5VGZ;5VHF;5VHH;5VHI;5VHJ;5VHM;5VHN;5VHO;5VHP;5VHQ;5VHR;5VHS;6MSB;6MSD;6MSE;6MSG;6MSH;6MSJ;6MSK;
P62906		RPL10A	4UG0;4V6X;5AJ0;5LKS;5T2C;6EK0;
Q96L21		RPL10L	4UG0;4V6X;5LKS;5T2C;6EK0;
P49720		PSMB3	4R3O;4R67;5A0Q;5GJQ;5GJR;5L4G;5LE5;5LEX;5LEY;5LEZ;5LF0;5LF1;5LF3;5LF4;5LF6;5LF7;5LN3;5M32;5T0C;5T0G;5T0H;5T0I;5T0J;5VFO;5VFP;5VFQ;5VFR;5VFS;5VFT;5VFU;6AVO;6MSB;6MSD;6MSE;6MSG;6MSH;6MSJ;6MSK;
Q99436		PSMB7	4R3O;4R67;5A0Q;5GJQ;5GJR;5L4G;5LE5;5LEX;5LEY;5LEZ;5LF0;5LF1;5LF3;5LF4;5LF6;5LF7;5LN3;5M32;5T0C;5T0G;5T0H;5T0I;5T0J;5VFO;5VFP;5VFQ;5VFR;5VFS;5VFT;5VFU;6MSB;6MSD;6MSG;6MSH;6MSJ;6MSK;
P28062		PSMB8	5L5A;5L5B;5L5D;5L5E;5L5F;5L5H;5L5I;5L5J;5L5O;5L5P;5L5Q;5L5R;5L5S;5L5T;5L5U;5L5V;5LTT;5M2B;6AVO;
P28072		PSMB6	4R3O;4R67;5A0Q;5GJQ;5GJR;5L4G;5LE5;5LEX;5LEY;5LEZ;5LF0;5LF1;5LF3;5LF4;5LF6;5LF7;5LN3;5M32;5T0C;5T0G;5T0H;5T0I;5T0J;5VFO;5VFP;5VFQ;5VFR;5VFS;5VFT;5VFU;6MSB;6MSD;6MSG;6MSH;6MSJ;6MSK;
Q92932		PTPRN2	2QEP;4HTI;4HTJ;
Q9UHX1		PUF60	2DNY;2KXF;2KXH;2QFJ;3DXB;3UE2;3US5;3UWT;5KVY;5KW1;5KW6;5KWQ;
P62829		RPL23	4UG0;4V6X;5AJ0;5LKS;5T2C;6EK0;
Q8N142		ADSSL1	2GJO;
Q9UQG0		ERVK-11	
Q9QC07		ERVK-18	
P63128		ERVK-9	
P20264		POU3F3	
Q15165		PON2	
O60831		PRAF2	
Q7LG56		RRM2B	2VUX;3HF1;4DJN;
Q9BU68		PRR15L	
Q5SWL7		PRAMEF14	
Q5VTA0		PRAMEF17	
Q5VXH4		PRAMEF6	
Q04118		PRB3	
P10163		PRB4	
O43663		PRC1	3NRX;3NRY;4L3I;4L6Y;5KMG;
P57071		PRDM15	
Q8TCU6		PREX1	3QIK;4YON;5D27;5D3V;5D3W;5D3X;5D3Y;5FI0;5FI1;
P86478		PRR20E	
Q9Y2Y8		PRG3	
Q13029		PRDM2	2JV0;2QPW;
Q9UBK2		PPARGC1A	1XB7;3B1M;3CS8;3D24;3U9Q;3V9T;3V9V;4QJR;4QK4;5Q0I;5TWO;5UNJ;5Z5S;5Z6S;6AD9;
Q9NQX0		PRDM6	
Q9HCU5		PREB	5TF2;
P04070		PROC	1AUT;1LQV;1PCU;2PCT;3F6U;3JTC;4DT7;
Q9H606		PRORY	
Q13523		PRPF4B	4IAN;4IFC;4IIR;4IJP;6CNH;
P23942		PRPH2	
Q53SZ7		PRR30	
B1ATL7		PRR32	
A8MZF0		PRR33	
Q9H6K5		PRR36	
P04280		PRB1	
A6NIE9		PRSS29P	
Q8IYP2		PRSS58	
Q86WR7		PROSER2	
Q16651		PRSS8	3DFJ;3DFL;3E0N;3E0P;3E16;3E1X;3FVF;3GYL;3GYM;
P54821		PRRX1	
A0A1B0GWB2		PRRT1B	
Q15678		PTPN14	2BZL;
P08575		PTPRC	1YGR;1YGU;5FMV;5FN6;5FN7;
Q16825		PTPN21	
P23468		PTPRD	1X5Z;2DLH;2YD6;2YD7;4RCA;5WY8;5XNP;
P23469		PTPRE	2JJD;6D3F;6D4D;6D4F;
P17706		PTPN2	1L8K;
P26045		PTPN3	2B49;4QUM;4QUN;4RH5;4RH9;4RHG;4RI4;4RI5;4S0G;
P29074		PTPN4	2CS5;2I75;2VPH;3NFK;3NFL;5EYZ;5EZ0;
P54829		PTPN5	2BIJ;2BV5;2CJZ;5OVR;5OVX;5OW1;6H8R;
Q15262		PTPRK	2C7S;
Q16849		PTPRN	2I1Y;2QT7;3N01;3N4W;3NG8;3NP5;
Q9NZH5		PTTG2	
Q06203		PPAT	
P26022		PTX3	
P86496		PRR20A	
A6NEV1		PRR23A	
Q92733		PRCC	
P13727		PRG2	1H8U;2BRS;4QXX;
E7EW31		PROB1	
Q86UA1		PRPF39	
O43395		PRPF3	1X4Q;3JCR;5O9Z;6AH0;6AHD;
Q92620		DHX38	5YZG;
O60508		CDC40	5MQF;5XJC;5YZG;5Z56;5Z57;6FF4;
Q96S44		TP53RK	
Q9UMS4		PRPF19	4LG8;5MQF;5XJC;5YZG;5Z56;5Z57;
P0CG20		PRR35	
P21108		PRPS1L1	
P81277		PRLH	
A8MTI9		PRSS47	
Q7RTY5		PRSS48	
O95084		PRSS23	
Q15835		GRK1	5AFP;
P35998		PSMC2	5GJQ;5GJR;5L4G;5LN3;5M32;5T0C;5T0G;5T0H;5T0I;5T0J;5VFP;5VFQ;5VFR;5VFS;5VFT;5VFU;5VGZ;5VHF;5VHH;5VHI;5VHJ;5VHM;5VHN;5VHO;5VHP;5VHQ;5VHR;5VHS;6MSB;6MSD;6MSE;6MSG;6MSH;6MSJ;6MSK;
P28070		PSMB4	4R3O;4R67;5A0Q;5GJQ;5GJR;5L4G;5LE5;5LEX;5LEY;5LEZ;5LF0;5LF1;5LF3;5LF4;5LF6;5LF7;5LN3;5M32;5T0C;5T0G;5T0H;5T0I;5T0J;5VFO;5VFP;5VFQ;5VFR;5VFS;5VFT;5VFU;6AVO;6MSB;6MSD;6MSE;6MSG;6MSH;6MSJ;6MSK;
P28074		PSMB5	4R3O;4R67;5A0Q;5GJQ;5GJR;5L4G;5L5W;5L5X;5L5Y;5L5Z;5L60;5L61;5L62;5L63;5L64;5LE5;5LEX;5LEY;5LEZ;5LF0;5LF1;5LF3;5LF4;5LF6;5LF7;5LN3;5M32;5T0C;5T0G;5T0H;5T0I;5T0J;5VFO;5VFP;5VFQ;5VFR;5VFS;5VFT;5VFU;6MSB;6MSD;6MSE;6MSG;6MSH;6MSJ;6MSK;
O95997		PTTG1	
Q96A99		PTX4	
O75486		SUPT3H	
Q9UGT4		SUSD2	
Q2M3V2		SOWAHA	
Q8N300		SVBP	
O00294		TULP1	2FIM;3C5N;
O00295		TULP2	
Q13454		TUSC3	4M8G;4M90;4M91;4M92;
A0A0B4J273		TRAV34	
P0DPF4		TRAV35	
A0A075B6V5		TRAV36DV7	
A0A0B4J280		TRAV40	
A0A0A6YYK1		TRAV8-1	
A0A0B4J237		TRAV8-2	
Q9HCS7		XAB2	5MQF;5XJC;5YZG;5Z56;5Z57;
A0A0A6YYD4		TRBV13	
A0A5B0		TRBV14	
A0A087X0M5		TRBV18	
A0A5B6		TRBV28	4ZDH;
A0A576		TRBV3-1	
A0A577		TRBV4-1	
A0A589		TRBV4-3	
A0A578		TRBV5-1	5BRZ;5BS0;
A0A597		TRBV5-5	
A0A0K0K1D8		TRBV6-1	
P0DPF7		TRBV6-3	
A0A1B0GX49		TRBV6-4	
A0A0A6YYG3		TRBV6-8	
Q15672		TWIST1	2MJV;
Q6UWH6		TEX261	
Q2TAA8		TSNAXIP1	
Q8NBS9		TXNDC5	2DIZ;3UJ1;3UVT;3WGD;3WGE;3WGX;
Q86XW9		NME9	
Q9H3M7		TXNIP	4GEI;4GEJ;4GFX;4LL1;4LL4;4ROF;4ROJ;5CQ2;5DF6;5DWS;5DZD;
P07101		TH	2XSN;4J6S;
P63313		TMSB10	
P62328		TMSB4X	1UY5;3TU5;4PL7;4PL8;
O95551		TDP2	5INO;5J3P;5J3S;
P12081		HARS	1X59;2LW7;4G84;4G85;4PHC;4X5O;5W6M;
P29597		TYK2	3LXN;3LXP;3NYX;3NZ0;3ZON;4GFO;4GIH;4GII;4GJ2;4GJ3;4GVJ;4OLI;4PO6;4PY1;4WOV;5C01;5C03;5F1Z;5F20;5TKD;5WAL;6AAM;6DBK;6DBM;
P14679		TYR	
P41252		IARS	
Q8IWL8		STH	
Q687X5		STEAP4	6HCY;6HD1;
O94804		STK10	2J7T;4AOT;4BC6;4EQU;4USD;4USE;5AJQ;5OWQ;5OWR;6EIM;6GTT;6HXF;6I2Y;
Q9H668		STN1	4JOI;4JQF;
Q15831		STK11	2WTK;4ZDR;5WXN;
P27105		STOM	
Q9UJZ1		STOML2	
Q8N7X2		STPG3	
P09430		TNP1	
Q9Y3F4		STRAP	
Q96SI9		STRBP	2DMY;
A6NGW2		STRCP1	
O43815		STRN	
P46977		STT3A	
Q86Y82		STX12	2DNX;
P32856		STX2	
O14662		STX16	
Q9UNK0		STX8	
Q6J9G0		STYK1	
Q5T5C0		STXBP5	
P61956		SUMO2	1WM2;1WM3;1WZ0;1Z5Q;2AWT;2CKH;2D07;2IO0;2IO3;2IYD;2N1W;2N9E;2RPQ;3UIN;3UIO;3ZO5;4BKG;4NPN;5D2M;5ELU;5EQL;5GHB;5GHC;
Q496J9		SV2C	4JRA;5JLV;5MOY;6ES1;
Q9UH65		SWAP70	2DN6;
Q5JPH6		EARS2	
Q9NRJ4		TULP4	
Q5TAX3		TUT4	
Q5VYS8		TUT7	5W0B;5W0M;5W0N;5W0O;
Q9P2J2		IGSF9	1V5J;
A6NH52		TVP23A	
Q9NYZ1		TVP23B	
A0A0B4J238		TRAV1-2	
A0A0A6YYC5		TRAV14DV4	
A0A0A6YYK6		TRAV16	
A0A075B6X5		TRAV18	
A0A0B4J274		TRAV20	5KS9;5KSA;5KSB;
P04437		TRAV29DV5	1BD2;
A0A0B4J263		TRAV39	
A0A0B4J266		TRAV41	
